1,0.61653,0.38347,1.2916,0.10344
2,0.69435,0.30565,1.2934,0.099307
3,0.67807,0.32193,1.292,0.087283
4,0.74825,0.25175,1.2889,0.10142
5,0.79064,0.20936,1.298,0.11433
6,0.7557,0.2443,1.306,0.088316
7,0.63374,0.36626,1.2796,0.11468
8,0.74401,0.25599,1.2949,0.099672
9,0.61696,0.38304,1.2912,0.083831
10,0.78761,0.21239,1.3036,0.085786
11,0.64268,0.35732,1.3209,0.090604
12,0.66655,0.33345,1.3281,0.084684
13,0.68952,0.31048,1.2952,0.107
14,0.76632,0.23368,1.2969,0.10136
15,0.78171,0.21829,1.2952,0.094002
16,0.6628,0.3372,1.2829,0.084726
17,0.66848,0.33152,1.3121,0.087875
18,0.69154,0.30846,1.3198,0.10141
19,0.69424,0.30576,1.293,0.10048
20,0.67434,0.32566,1.3012,0.09794
21,0.61837,0.38163,1.3168,0.11688
22,0.68989,0.31011,1.3081,0.097264
23,0.7019,0.2981,1.3133,0.1126
24,0.71441,0.28559,1.286,0.091605
25,0.72688,0.27312,1.2988,0.10099
26,0.71012,0.28988,1.2944,0.070661
27,0.78673,0.21327,1.2991,0.10729
28,0.75104,0.24896,1.3032,0.10263
29,0.70339,0.29661,1.3131,0.097627
30,0.70262,0.29738,1.3129,0.10871
31,0.60223,0.39777,1.298,0.10531
32,0.76175,0.23825,1.3133,0.099693
33,0.67689,0.32311,1.2831,0.089977
34,0.64029,0.35971,1.3019,0.099074
35,0.62956,0.37044,1.3028,0.10256
36,0.6353,0.3647,1.2978,0.10761
37,0.68414,0.31586,1.2889,0.098096
38,0.75012,0.24988,1.2976,0.10534
39,0.65298,0.34702,1.2961,0.11163
40,0.69385,0.30615,1.3014,0.11749
41,0.76888,0.23112,1.2865,0.11043
42,0.70457,0.29543,1.2923,0.096693
43,0.71379,0.28621,1.286,0.10667
44,0.68811,0.31189,1.301,0.11047
45,0.61337,0.38663,1.3003,0.088892
46,0.68377,0.31623,1.3134,0.10416
47,0.71487,0.28513,1.2886,0.089655
48,0.61286,0.38714,1.301,0.11134
49,0.74711,0.25289,1.304,0.10155
50,0.70953,0.29047,1.3031,0.08872
51,0.72517,0.27483,1.2833,0.10622
52,0.65555,0.34445,1.2839,0.11125
53,0.75528,0.24472,1.2901,0.094014
54,0.72271,0.27729,1.2953,0.098472
55,0.66755,0.33245,1.2858,0.10026
56,0.72794,0.27206,1.3189,0.080969
57,0.62813,0.37187,1.2824,0.105
58,0.77008,0.22992,1.2969,0.06825
59,0.6126,0.3874,1.2872,0.10711
60,0.60768,0.39232,1.3095,0.094439
61,0.69921,0.30079,1.3032,0.10249
62,0.68253,0.31747,1.3058,0.10563
63,0.61918,0.38082,1.3121,0.083146
64,0.74107,0.25893,1.3018,0.10124
65,0.79918,0.20082,1.2881,0.093499
66,0.77792,0.22208,1.3061,0.10012
67,0.6962,0.3038,1.2907,0.10145
68,0.64092,0.35908,1.3064,0.078793
69,0.72986,0.27014,1.2938,0.10293
70,0.77691,0.22309,1.3159,0.10499
71,0.75166,0.24834,1.2936,0.10384
72,0.72671,0.27329,1.3049,0.082875
73,0.73332,0.26668,1.2973,0.090193
74,0.73132,0.26868,1.2976,0.11757
75,0.68871,0.31129,1.3071,0.087065
76,0.63246,0.36754,1.3078,0.093682
77,0.62004,0.37996,1.2993,0.10551
78,0.78092,0.21908,1.2863,0.088591
79,0.70675,0.29325,1.2796,0.10826
80,0.6875,0.3125,1.2835,0.10342
81,0.65585,0.34415,1.3027,0.10805
82,0.71313,0.28687,1.2896,0.090401
83,0.70262,0.29738,1.3126,0.10893
84,0.66994,0.33006,1.2925,0.094571
85,0.7259,0.2741,1.2936,0.090064
86,0.77788,0.22212,1.294,0.07776
87,0.69365,0.30635,1.3069,0.10366
88,0.65184,0.34816,1.315,0.10125
89,0.68059,0.31941,1.2864,0.12144
90,0.67017,0.32983,1.301,0.098803
91,0.62826,0.37174,1.2909,0.10551
92,0.63412,0.36588,1.3051,0.084875
93,0.60595,0.39405,1.301,0.09076
94,0.67986,0.32014,1.3074,0.087168
95,0.60187,0.39813,1.2987,0.087387
96,0.77416,0.22584,1.3042,0.088613
97,0.70189,0.29811,1.2945,0.1077
98,0.72997,0.27003,1.2979,0.10054
99,0.74952,0.25048,1.2934,0.10012
100,0.60837,0.39163,1.3083,0.10698
101,0.68734,0.31266,1.2859,0.093795
102,0.719,0.281,1.288,0.10991
