1,1,0.00024574,1,0.82474,-1.3476,-0.50191,3.8287,0.7098,0.89117,0.42363,0.43352,1.2358,0.39544
1,2,0.46374,1,0.84501,-1.5054,-1.1518,0.28129,0.58995,0.9008,0.81817,1.169,0.93246,1.0492
1,3,0.00066507,1,-1.6128,1.2472,-0.82189,4.4542,1.0227,0.53043,0.74825,1.0597,0.68792,0.47836
1,4,6.6589e-06,1,0.29073,-0.31571,-0.11153,6.1769,1.464,1.2554,1.1334,1.2207,1.2206,1.1561
1,5,1.5052e-06,1,0.59189,-0.47611,0.52191,7.0317,1.5469,1.2951,1.9164,1.3582,1.4445,1.6918
1,6,0.00010401,1,-0.080252,-0.76339,-1.4692,3.6595,1.06,0.43671,0.31201,0.57917,1.0908,0.77489
1,7,1.2227e-07,1,-0.23152,0.61121,0.35101,7.794,2.0241,2.2147,2.4264,1.5928,1.735,1.9646
1,8,0.0013767,1,0.55977,0.54887,1.7974,5.3728,1.3227,1.8353,1.2847,1.694,1.0224,1.1357
1,9,4.192e-05,1,0.7691,-1.6836,-1.2863,4.1806,1.0421,1.122,0.31487,0.63663,0.92451,1.1184
1,10,1.5921e-06,1,-0.28166,-0.30509,-1.4076,5.8911,0.60982,1.2348,1.2048,1.1498,1.4685,0.73214
2,1,0.00042285,1,0.82474,-1.3476,-0.50191,4.7968,1.0886,0.50592,0.65698,0.92738,0.62487,0.85015
2,2,1.8993e-05,1,0.84501,-1.5054,-1.1518,5.6568,1.0362,0.44204,1.2809,0.90035,0.57865,0.82617
2,3,0.0003709,1,-1.6128,1.2472,-0.82189,4.4737,0.4468,1.0796,0.5809,0.90882,1.031,1.1968
2,4,1.4498e-07,1,0.29073,-0.31571,-0.11153,8.3194,1.2714,1.8947,1.146,1.5036,1.3314,1.8338
2,5,9.5839e-07,1,0.59189,-0.47611,0.52191,7.6101,2.0129,2.1373,1.3384,1.4941,1.9496,1.8723
2,6,9.0373e-07,1,-0.080252,-0.76339,-1.4692,5.9526,0.70595,0.87929,0.98109,1.2294,1.0575,0.82829
2,7,0.0096201,1,-0.23152,0.61121,0.35101,2.9065,0.64376,0.85523,0.83205,0.54982,0.73435,0.69771
2,8,0.00062727,1,0.55977,0.54887,1.7974,5.743,1.0127,1.093,1.5159,1.1121,1.5742,1.7121
2,9,0.27678,1,0.7691,-1.6836,-1.2863,0.65087,0.91223,1.4503,1.2802,0.55222,1.1667,0.85506
2,10,3.9767e-05,1,-0.28166,-0.30509,-1.4076,4.7524,0.13401,0.98891,0.77411,0.37839,0.61682,0.15862
3,1,2.5829e-05,1,0.82474,-1.3476,-0.50191,5.8996,0.23405,0.53546,0.38309,0.63841,0.86217,0.94122
3,2,0.0057663,1,0.84501,-1.5054,-1.1518,3.0462,1.0369,0.89322,1.0036,1.1983,0.84546,0.56926
3,3,5.0664e-05,1,-1.6128,1.2472,-0.82189,5.2099,0.57204,1.2972,0.867,0.99313,0.58162,1.4481
3,4,0.045481,1,0.29073,-0.31571,-0.11153,2.1386,0.53635,0.60107,0.88814,0.73605,0.53897,1.016
3,5,0.00011269,1,0.59189,-0.47611,0.52191,4.7457,1.8162,1.5778,1.3819,1.1124,1.8594,1.6692
3,6,0.015083,1,-0.080252,-0.76339,-1.4692,2.0956,0.45756,1.1338,0.53716,1.3356,1.3588,1.2822
3,7,7.8704e-06,1,-0.23152,0.61121,0.35101,6.2739,1.5099,1.5245,1.354,1.1533,1.1736,1.7722
3,8,1.5381e-06,1,0.55977,0.54887,1.7974,9.3459,2.2433,2.4665,2.1197,1.6907,2.2894,1.7684
3,9,0.0004384,1,0.7691,-1.6836,-1.2863,2.7803,1.041,0.87536,0.77883,0.79656,0.91466,0.93715
3,10,0.1185,1,-0.28166,-0.30509,-1.4076,0.8275,0.080399,0.77078,0.43792,0.31968,0.22191,0.34692
4,1,2.1717e-07,1,0.82474,-1.3476,-0.50191,8.1716,1.9085,1.2212,1.7474,1.4371,1.274,1.3556
